21:16:06.39 | INFO | Lazy Con: OFF
21:16:09.92 | INFO | Optimised - caller: adv_train
21:16:09.93 | INFO | Lazy Con: OFF
21:16:10.06 | INFO | Optimised - caller: adv_train
21:16:10.07 | INFO | Lazy Con: OFF
21:16:10.18 | INFO | Optimised - caller: adv_train
21:16:10.19 | INFO | Lazy Con: OFF
21:16:10.29 | INFO | Optimised - caller: adv_train
21:16:10.30 | INFO | Lazy Con: OFF
21:16:10.41 | INFO | Optimised - caller: adv_train
21:16:10.43 | INFO | Lazy Con: OFF
21:16:10.55 | INFO | Optimised - caller: adv_train
21:16:10.56 | INFO | Lazy Con: OFF
21:16:10.79 | INFO | Optimised - caller: adv_train
21:16:10.81 | INFO | Lazy Con: OFF
21:16:10.94 | INFO | Optimised - caller: adv_train
21:16:10.96 | INFO | Lazy Con: OFF
21:16:11.16 | INFO | Optimised - caller: adv_train
21:16:11.17 | INFO | Lazy Con: OFF
21:16:11.31 | INFO | Optimised - caller: adv_train
21:16:11.32 | INFO | Lazy Con: OFF
21:16:11.46 | INFO | Optimised - caller: adv_train
21:16:11.47 | INFO | Lazy Con: OFF
21:16:11.69 | INFO | Optimised - caller: adv_train
21:16:11.71 | INFO | Lazy Con: OFF
21:16:11.86 | INFO | Optimised - caller: adv_train
21:16:11.88 | INFO | Lazy Con: OFF
21:16:12.06 | INFO | Optimised - caller: adv_train
21:16:12.07 | INFO | Lazy Con: OFF
21:16:12.28 | INFO | Optimised - caller: adv_train
21:16:12.29 | INFO | Lazy Con: OFF
21:16:12.43 | INFO | Optimised - caller: adv_train
21:16:12.45 | INFO | Lazy Con: OFF
21:16:12.60 | INFO | Optimised - caller: adv_train
21:16:12.61 | INFO | Lazy Con: OFF
21:16:12.84 | INFO | Optimised - caller: adv_train
21:16:12.85 | INFO | Lazy Con: OFF
21:16:13.04 | INFO | Optimised - caller: adv_train
21:16:13.05 | INFO | Lazy Con: OFF
21:16:13.18 | INFO | Optimised - caller: adv_train
21:16:13.20 | INFO | Lazy Con: OFF
21:16:13.44 | INFO | Optimised - caller: adv_train
21:16:13.46 | INFO | Lazy Con: OFF
21:16:13.61 | INFO | Optimised - caller: adv_train
21:16:13.63 | INFO | Lazy Con: OFF
21:16:13.84 | INFO | Optimised - caller: adv_train
21:16:13.85 | INFO | Lazy Con: OFF
21:16:14.08 | INFO | Optimised - caller: adv_train
21:16:14.09 | INFO | Lazy Con: OFF
21:16:14.30 | INFO | Optimised - caller: adv_train
21:16:14.31 | INFO | Lazy Con: OFF
21:16:14.46 | INFO | Optimised - caller: adv_train
21:16:14.47 | INFO | Lazy Con: OFF
21:16:14.64 | INFO | Optimised - caller: adv_train
21:16:14.66 | INFO | Lazy Con: OFF
21:16:14.83 | INFO | Optimised - caller: adv_train
21:16:14.85 | INFO | Lazy Con: OFF
21:16:15.04 | INFO | Optimised - caller: adv_train
21:16:15.06 | INFO | Lazy Con: OFF
21:16:15.30 | INFO | Optimised - caller: adv_train
21:16:15.31 | INFO | Lazy Con: OFF
21:16:15.52 | INFO | Optimised - caller: adv_train
21:16:15.53 | INFO | Lazy Con: OFF
21:16:15.75 | INFO | Optimised - caller: adv_train
21:16:15.76 | INFO | Lazy Con: OFF
21:16:15.97 | INFO | Optimised - caller: adv_train
21:16:16.42 | INFO | Lazy Con: OFF
21:16:16.63 | INFO | Optimised - caller: adv_train
21:16:16.65 | INFO | Lazy Con: OFF
21:16:16.84 | INFO | Optimised - caller: adv_train
21:16:16.86 | INFO | Lazy Con: OFF
21:16:17.07 | INFO | Optimised - caller: adv_train
21:16:17.08 | INFO | Lazy Con: OFF
21:16:17.22 | INFO | Optimised - caller: adv_train
21:16:17.23 | INFO | Lazy Con: OFF
21:16:17.44 | INFO | Optimised - caller: adv_train
21:16:17.45 | INFO | Lazy Con: OFF
21:16:17.60 | INFO | Optimised - caller: adv_train
21:16:17.62 | INFO | Lazy Con: OFF
21:16:17.82 | INFO | Optimised - caller: adv_train
21:16:17.83 | INFO | Lazy Con: OFF
21:16:18.03 | INFO | Optimised - caller: adv_train
21:16:18.05 | INFO | Lazy Con: OFF
21:16:18.27 | INFO | Optimised - caller: adv_train
21:16:18.29 | INFO | Lazy Con: OFF
21:16:18.48 | INFO | Optimised - caller: adv_train
21:16:18.50 | INFO | Lazy Con: OFF
21:16:18.75 | INFO | Optimised - caller: adv_train
21:16:18.76 | INFO | Lazy Con: OFF
21:16:19.00 | INFO | Optimised - caller: adv_train
21:16:19.01 | INFO | Lazy Con: OFF
21:16:19.22 | INFO | Optimised - caller: adv_train
21:16:19.23 | INFO | Lazy Con: OFF
21:16:19.41 | INFO | Optimised - caller: adv_train
21:16:19.42 | INFO | Lazy Con: OFF
21:16:19.67 | INFO | Optimised - caller: adv_train
21:16:19.68 | INFO | Lazy Con: OFF
21:16:20.08 | INFO | Optimised - caller: adv_train
21:16:20.09 | INFO | Lazy Con: OFF
21:16:20.34 | INFO | Optimised - caller: adv_train
21:16:20.36 | INFO | Lazy Con: OFF
21:16:20.54 | INFO | Optimised - caller: adv_train
21:16:20.56 | INFO | Lazy Con: OFF
21:16:20.79 | INFO | Optimised - caller: adv_train
21:16:20.81 | INFO | Lazy Con: OFF
21:16:21.08 | INFO | Optimised - caller: adv_train
21:16:21.09 | INFO | Lazy Con: OFF
21:16:21.30 | INFO | Optimised - caller: adv_train
21:16:21.32 | INFO | Lazy Con: OFF
21:16:21.54 | INFO | Optimised - caller: adv_train
21:16:21.56 | INFO | Lazy Con: OFF
21:16:21.78 | INFO | Optimised - caller: adv_train
21:16:21.79 | INFO | Lazy Con: OFF
21:16:22.08 | INFO | Optimised - caller: adv_train
21:16:22.09 | INFO | Lazy Con: OFF
21:16:22.23 | INFO | Optimised - caller: adv_train
21:16:22.25 | INFO | Lazy Con: OFF
21:16:22.49 | INFO | Optimised - caller: adv_train
21:16:22.50 | INFO | Lazy Con: OFF
21:16:22.72 | INFO | Optimised - caller: adv_train
21:16:22.74 | INFO | Lazy Con: OFF
21:16:22.93 | INFO | Optimised - caller: adv_train
21:16:22.95 | INFO | Lazy Con: OFF
21:16:23.16 | INFO | Optimised - caller: adv_train
21:16:23.17 | INFO | Lazy Con: OFF
21:16:23.38 | INFO | Optimised - caller: adv_train
21:16:23.39 | INFO | Lazy Con: OFF
21:16:23.64 | INFO | Optimised - caller: adv_train
21:16:23.65 | INFO | Lazy Con: OFF
21:16:23.92 | INFO | Optimised - caller: adv_train
21:16:23.93 | INFO | Lazy Con: OFF
21:16:24.17 | INFO | Optimised - caller: adv_train
21:16:24.18 | INFO | Lazy Con: OFF
21:16:24.40 | INFO | Optimised - caller: adv_train
21:16:24.41 | INFO | Lazy Con: OFF
21:16:24.68 | INFO | Optimised - caller: adv_train
21:16:24.69 | INFO | Lazy Con: OFF
21:16:24.98 | INFO | Optimised - caller: adv_train
21:16:25.00 | INFO | Lazy Con: OFF
21:16:25.23 | INFO | Optimised - caller: adv_train
21:16:25.24 | INFO | Lazy Con: OFF
21:16:25.46 | INFO | Optimised - caller: adv_train
21:16:25.47 | INFO | Lazy Con: OFF
21:16:25.68 | INFO | Optimised - caller: adv_train
21:16:25.69 | INFO | Lazy Con: OFF
21:16:25.94 | INFO | Optimised - caller: adv_train
21:16:25.95 | INFO | Lazy Con: OFF
21:16:26.25 | INFO | Optimised - caller: adv_train
21:16:26.26 | INFO | Lazy Con: OFF
21:16:26.57 | INFO | Optimised - caller: adv_train
21:16:26.58 | INFO | Lazy Con: OFF
21:16:26.88 | INFO | Optimised - caller: adv_train
21:16:26.90 | INFO | Lazy Con: OFF
21:16:27.14 | INFO | Optimised - caller: adv_train
21:16:27.15 | INFO | Lazy Con: OFF
21:16:27.46 | INFO | Optimised - caller: adv_train
21:16:27.47 | INFO | Lazy Con: OFF
21:16:27.80 | INFO | Optimised - caller: adv_train
21:16:27.82 | INFO | Lazy Con: OFF
21:16:28.24 | INFO | Optimised - caller: adv_train
21:16:28.25 | INFO | Lazy Con: OFF
21:16:28.49 | INFO | Optimised - caller: adv_train
21:16:28.50 | INFO | Lazy Con: OFF
21:16:28.77 | INFO | Optimised - caller: adv_train
21:16:28.78 | INFO | Lazy Con: OFF
21:16:29.23 | INFO | Optimised - caller: adv_train
21:16:29.24 | INFO | Lazy Con: OFF
21:16:29.56 | INFO | Optimised - caller: adv_train
21:16:29.57 | INFO | Lazy Con: OFF
21:16:29.88 | INFO | Optimised - caller: adv_train
21:16:29.89 | INFO | Lazy Con: OFF
21:16:30.19 | INFO | Optimised - caller: adv_train
21:16:30.20 | INFO | Lazy Con: OFF
21:16:30.56 | INFO | Optimised - caller: adv_train
21:16:30.57 | INFO | Lazy Con: OFF
21:16:30.92 | INFO | Optimised - caller: adv_train
21:16:30.94 | INFO | Lazy Con: OFF
21:16:31.37 | INFO | Optimised - caller: adv_train
21:16:31.38 | INFO | Lazy Con: OFF
21:16:31.79 | INFO | Optimised - caller: adv_train
21:16:31.80 | INFO | Lazy Con: OFF
21:16:32.21 | INFO | Optimised - caller: adv_train
21:16:32.22 | INFO | Lazy Con: OFF
21:16:32.73 | INFO | Optimised - caller: adv_train
21:16:32.74 | INFO | Lazy Con: OFF
21:16:33.26 | INFO | Optimised - caller: adv_train
21:16:33.27 | INFO | Lazy Con: OFF
21:16:33.63 | INFO | Optimised - caller: adv_train
21:16:33.64 | INFO | Lazy Con: OFF
21:16:33.89 | INFO | Optimised - caller: adv_train
21:16:33.90 | INFO | Lazy Con: OFF
21:16:34.32 | INFO | Optimised - caller: adv_train
21:16:34.33 | INFO | Lazy Con: OFF
21:16:34.59 | INFO | Optimised - caller: adv_train
21:16:34.60 | INFO | Lazy Con: OFF
21:16:34.94 | INFO | Optimised - caller: adv_train
21:16:34.95 | INFO | Lazy Con: OFF
21:16:35.30 | INFO | Optimised - caller: adv_train
21:16:35.36 | INFO | Lazy Con: OFF
21:16:35.79 | INFO | Optimised - caller: adv_train
21:16:35.81 | INFO | Lazy Con: OFF
21:16:36.31 | INFO | Optimised - caller: adv_train
21:16:36.33 | INFO | Lazy Con: OFF
21:16:36.81 | INFO | Optimised - caller: adv_train
21:16:36.82 | INFO | Lazy Con: OFF
21:16:37.25 | INFO | Optimised - caller: adv_train
21:16:37.27 | INFO | Lazy Con: OFF
21:16:37.80 | INFO | Optimised - caller: adv_train
21:16:37.81 | INFO | Lazy Con: OFF
21:16:38.28 | INFO | Optimised - caller: adv_train
21:16:38.30 | INFO | Lazy Con: OFF
21:16:39.07 | INFO | Optimised - caller: adv_train
21:16:39.09 | INFO | Lazy Con: OFF
21:16:39.58 | INFO | Optimised - caller: adv_train
21:16:39.60 | INFO | Lazy Con: OFF
21:16:40.07 | INFO | Optimised - caller: adv_train
21:16:40.09 | INFO | Lazy Con: OFF
21:16:40.47 | INFO | Optimised - caller: adv_train
21:16:40.48 | INFO | Lazy Con: OFF
21:16:40.94 | INFO | Optimised - caller: adv_train
21:16:40.96 | INFO | Lazy Con: OFF
21:16:41.46 | INFO | Optimised - caller: adv_train
21:16:41.47 | INFO | Lazy Con: OFF
21:16:41.92 | INFO | Optimised - caller: adv_train
21:16:41.94 | INFO | Lazy Con: OFF
21:16:42.38 | INFO | Optimised - caller: adv_train
21:16:42.39 | INFO | Lazy Con: OFF
21:16:42.80 | INFO | Optimised - caller: adv_train
21:16:42.82 | INFO | Lazy Con: OFF
21:16:43.29 | INFO | Optimised - caller: adv_train
21:16:43.30 | INFO | Lazy Con: OFF
21:16:43.79 | INFO | Optimised - caller: adv_train
21:16:43.81 | INFO | Lazy Con: OFF
21:16:44.23 | INFO | Optimised - caller: adv_train
21:16:44.24 | INFO | Lazy Con: OFF
21:16:44.69 | INFO | Optimised - caller: adv_train
21:16:44.71 | INFO | Lazy Con: OFF
21:16:45.15 | INFO | Optimised - caller: adv_train
21:16:45.17 | INFO | Lazy Con: OFF
21:16:45.60 | INFO | Optimised - caller: adv_train
21:16:45.61 | INFO | Lazy Con: OFF
21:16:46.05 | INFO | Optimised - caller: adv_train
21:16:46.06 | INFO | Lazy Con: OFF
21:16:46.62 | INFO | Optimised - caller: adv_train
21:16:46.64 | INFO | Lazy Con: OFF
21:16:47.04 | INFO | Optimised - caller: adv_train
21:16:47.06 | INFO | Lazy Con: OFF
21:16:47.48 | INFO | Optimised - caller: adv_train
21:16:47.49 | INFO | Lazy Con: OFF
21:16:47.94 | INFO | Optimised - caller: adv_train
21:16:47.96 | INFO | Lazy Con: OFF
21:16:48.34 | INFO | Optimised - caller: adv_train
21:16:48.35 | INFO | Lazy Con: OFF
21:16:48.82 | INFO | Optimised - caller: adv_train
21:16:48.83 | INFO | Lazy Con: OFF
21:16:49.30 | INFO | Optimised - caller: adv_train
21:16:49.31 | INFO | Lazy Con: OFF
21:16:49.75 | INFO | Optimised - caller: adv_train
21:16:49.76 | INFO | Lazy Con: OFF
21:16:50.30 | INFO | Optimised - caller: adv_train
21:16:50.31 | INFO | Lazy Con: OFF
21:16:50.82 | INFO | Optimised - caller: adv_train
21:16:50.84 | INFO | Lazy Con: OFF
21:16:51.34 | INFO | Optimised - caller: adv_train
21:16:51.36 | INFO | Lazy Con: OFF
21:16:51.86 | INFO | Optimised - caller: adv_train
21:16:51.87 | INFO | Lazy Con: OFF
21:16:52.38 | INFO | Optimised - caller: adv_train
21:16:52.40 | INFO | Lazy Con: OFF
21:16:52.97 | INFO | Optimised - caller: adv_train
21:16:52.98 | INFO | Lazy Con: OFF
21:16:53.47 | INFO | Optimised - caller: adv_train
21:16:53.49 | INFO | Lazy Con: OFF
21:16:54.10 | INFO | Optimised - caller: adv_train
21:16:54.12 | INFO | Lazy Con: OFF
21:16:54.64 | INFO | Optimised - caller: adv_train
21:16:54.66 | INFO | Lazy Con: OFF
21:16:55.27 | INFO | Optimised - caller: adv_train
21:16:55.28 | INFO | Lazy Con: OFF
21:16:55.93 | INFO | Optimised - caller: adv_train
21:16:55.98 | INFO | Lazy Con: OFF
21:16:56.51 | INFO | Optimised - caller: adv_train
21:16:56.53 | INFO | Lazy Con: OFF
21:16:57.11 | INFO | Optimised - caller: adv_train
21:16:57.13 | INFO | Lazy Con: OFF
21:16:57.74 | INFO | Optimised - caller: adv_train
21:16:57.76 | INFO | Lazy Con: OFF
21:16:58.36 | INFO | Optimised - caller: adv_train
21:16:58.38 | INFO | Lazy Con: OFF
21:16:59.04 | INFO | Optimised - caller: adv_train
21:16:59.06 | INFO | Lazy Con: OFF
21:16:59.61 | INFO | Optimised - caller: adv_train
21:16:59.63 | INFO | Lazy Con: OFF
21:17:00.23 | INFO | Optimised - caller: adv_train
21:17:00.25 | INFO | Lazy Con: OFF
21:17:00.76 | INFO | Optimised - caller: adv_train
21:17:00.78 | INFO | Lazy Con: OFF
21:17:01.62 | INFO | Optimised - caller: adv_train
21:17:01.63 | INFO | Lazy Con: OFF
21:17:02.26 | INFO | Optimised - caller: adv_train
21:17:02.28 | INFO | Lazy Con: OFF
21:17:02.99 | INFO | Optimised - caller: adv_train
21:17:03.00 | INFO | Lazy Con: OFF
21:17:03.54 | INFO | Optimised - caller: adv_train
21:17:03.56 | INFO | Lazy Con: OFF
21:17:04.19 | INFO | Optimised - caller: adv_train
21:17:04.20 | INFO | Lazy Con: OFF
21:17:04.77 | INFO | Optimised - caller: adv_train
21:17:04.78 | INFO | Lazy Con: OFF
21:17:05.31 | INFO | Optimised - caller: adv_train
21:17:05.32 | INFO | Lazy Con: OFF
21:17:05.83 | INFO | Optimised - caller: adv_train
21:17:05.84 | INFO | Lazy Con: OFF
21:17:06.38 | INFO | Optimised - caller: adv_train
21:17:06.40 | INFO | Lazy Con: OFF
21:17:07.00 | INFO | Optimised - caller: adv_train
21:17:07.02 | INFO | Lazy Con: OFF
21:17:07.58 | INFO | Optimised - caller: adv_train
21:17:07.59 | INFO | Lazy Con: OFF
21:17:08.21 | INFO | Optimised - caller: adv_train
21:17:08.22 | INFO | Lazy Con: OFF
21:17:08.83 | INFO | Optimised - caller: adv_train
21:17:08.84 | INFO | Lazy Con: OFF
21:17:09.42 | INFO | Optimised - caller: adv_train
21:17:09.43 | INFO | Lazy Con: OFF
21:17:10.01 | INFO | Optimised - caller: adv_train
21:17:10.02 | INFO | Lazy Con: OFF
21:17:10.66 | INFO | Optimised - caller: adv_train
21:17:10.67 | INFO | Lazy Con: OFF
21:17:11.27 | INFO | Optimised - caller: adv_train
21:17:11.28 | INFO | Lazy Con: OFF
21:17:11.93 | INFO | Optimised - caller: adv_train
21:17:11.95 | INFO | Lazy Con: OFF
21:17:12.54 | INFO | Optimised - caller: adv_train
21:17:12.56 | INFO | Lazy Con: OFF
21:17:13.11 | INFO | Optimised - caller: adv_train
21:17:13.12 | INFO | Lazy Con: OFF
21:17:13.82 | INFO | Optimised - caller: adv_train
21:17:13.83 | INFO | Lazy Con: OFF
21:17:14.48 | INFO | Optimised - caller: adv_train
21:17:14.50 | INFO | Lazy Con: OFF
21:17:15.20 | INFO | Optimised - caller: adv_train
21:17:15.22 | INFO | Lazy Con: OFF
21:17:15.86 | INFO | Optimised - caller: adv_train
21:17:15.88 | INFO | Lazy Con: OFF
21:17:16.67 | INFO | Optimised - caller: adv_train
21:17:16.69 | INFO | Lazy Con: OFF
21:17:17.40 | INFO | Optimised - caller: adv_train
21:17:17.42 | INFO | Lazy Con: OFF
21:17:18.13 | INFO | Optimised - caller: adv_train
21:17:18.15 | INFO | Lazy Con: OFF
21:17:18.72 | INFO | Optimised - caller: adv_train
21:17:18.74 | INFO | Lazy Con: OFF
21:17:19.35 | INFO | Optimised - caller: adv_train
21:17:19.39 | INFO | Lazy Con: OFF
21:17:20.09 | INFO | Optimised - caller: adv_train
21:17:20.10 | INFO | Lazy Con: OFF
21:17:21.21 | INFO | Optimised - caller: adv_train
21:17:21.23 | INFO | Lazy Con: OFF
21:17:21.90 | INFO | Optimised - caller: adv_train
21:17:21.91 | INFO | Lazy Con: OFF
21:17:22.54 | INFO | Optimised - caller: adv_train
21:17:22.56 | INFO | Lazy Con: OFF
21:17:23.31 | INFO | Optimised - caller: adv_train
21:17:23.33 | INFO | Lazy Con: OFF
21:17:24.07 | INFO | Optimised - caller: adv_train
21:17:24.08 | INFO | Lazy Con: OFF
21:17:24.72 | INFO | Optimised - caller: adv_train
21:17:24.74 | INFO | Lazy Con: OFF
21:17:25.32 | INFO | Optimised - caller: adv_train
21:17:25.33 | INFO | Lazy Con: OFF
21:17:25.94 | INFO | Optimised - caller: adv_train
21:17:25.96 | INFO | Lazy Con: OFF
21:17:26.58 | INFO | Optimised - caller: adv_train
21:17:26.60 | INFO | Lazy Con: OFF
21:17:27.26 | INFO | Optimised - caller: adv_train
21:17:27.28 | INFO | Lazy Con: OFF
21:17:27.97 | INFO | Optimised - caller: adv_train
21:17:28.03 | INFO | Lazy Con: OFF
21:17:28.69 | INFO | Optimised - caller: adv_train
21:17:28.71 | INFO | Lazy Con: OFF
21:17:29.32 | INFO | Optimised - caller: adv_train
21:17:29.34 | INFO | Lazy Con: OFF
21:17:30.01 | INFO | Optimised - caller: adv_train
21:17:30.02 | INFO | Lazy Con: OFF
21:17:30.57 | INFO | Optimised - caller: adv_train
21:17:30.58 | INFO | Lazy Con: OFF
21:17:31.24 | INFO | Optimised - caller: adv_train
21:17:31.25 | INFO | Lazy Con: OFF
21:17:31.84 | INFO | Optimised - caller: adv_train
21:17:31.85 | INFO | Lazy Con: OFF
21:17:32.61 | INFO | Optimised - caller: adv_train
21:17:32.63 | INFO | Lazy Con: OFF
21:17:33.36 | INFO | Optimised - caller: adv_train
21:17:33.38 | INFO | Lazy Con: OFF
21:17:34.14 | INFO | Optimised - caller: adv_train
21:17:34.15 | INFO | Lazy Con: OFF
21:17:34.78 | INFO | Optimised - caller: adv_train
21:17:34.79 | INFO | Lazy Con: OFF
21:17:35.34 | INFO | Optimised - caller: adv_train
21:17:35.35 | INFO | Lazy Con: OFF
21:17:35.95 | INFO | Optimised - caller: adv_train
21:17:35.96 | INFO | Lazy Con: OFF
21:17:36.53 | INFO | Optimised - caller: adv_train
21:17:36.55 | INFO | Lazy Con: OFF
21:17:37.11 | INFO | Optimised - caller: adv_train
21:17:37.13 | INFO | Lazy Con: OFF
21:17:37.94 | INFO | Optimised - caller: adv_train
21:17:37.96 | INFO | Lazy Con: OFF
21:17:38.46 | INFO | Optimised - caller: adv_train
21:17:38.48 | INFO | Lazy Con: OFF
21:17:39.07 | INFO | Optimised - caller: adv_train
21:17:39.08 | INFO | Lazy Con: OFF
21:17:39.56 | INFO | Optimised - caller: adv_train
21:17:39.57 | INFO | Lazy Con: OFF
21:17:40.11 | INFO | Optimised - caller: adv_train
21:17:40.12 | INFO | Lazy Con: OFF
21:17:40.61 | INFO | Optimised - caller: adv_train
21:17:40.63 | INFO | Lazy Con: OFF
21:17:41.20 | INFO | Optimised - caller: adv_train
21:17:41.21 | INFO | Lazy Con: OFF
21:17:41.91 | INFO | Optimised - caller: adv_train
21:17:41.93 | INFO | Lazy Con: OFF
21:17:42.46 | INFO | Optimised - caller: adv_train
21:17:42.48 | INFO | Lazy Con: OFF
21:17:43.04 | INFO | Optimised - caller: adv_train
21:17:43.05 | INFO | Lazy Con: OFF
21:17:43.57 | INFO | Optimised - caller: adv_train
21:17:43.59 | INFO | Lazy Con: OFF
21:17:44.17 | INFO | Optimised - caller: adv_train
21:17:44.18 | INFO | Lazy Con: OFF
21:17:44.80 | INFO | Optimised - caller: adv_train
21:17:44.82 | INFO | Lazy Con: OFF
21:17:45.44 | INFO | Optimised - caller: adv_train
21:17:45.46 | INFO | Lazy Con: OFF
21:17:45.99 | INFO | Optimised - caller: adv_train
21:17:46.01 | INFO | Lazy Con: OFF
21:17:46.53 | INFO | Optimised - caller: adv_train
21:17:46.54 | INFO | Lazy Con: OFF
21:17:47.18 | INFO | Optimised - caller: adv_train
21:17:47.19 | INFO | Lazy Con: OFF
21:17:47.66 | INFO | Optimised - caller: adv_train
21:17:47.67 | INFO | Lazy Con: OFF
21:17:48.30 | INFO | Optimised - caller: adv_train
21:17:48.32 | INFO | Lazy Con: OFF
21:17:48.89 | INFO | Optimised - caller: adv_train
21:17:48.91 | INFO | Lazy Con: OFF
21:17:49.53 | INFO | Optimised - caller: adv_train
21:17:49.54 | INFO | Lazy Con: OFF
21:17:50.14 | INFO | Optimised - caller: adv_train
21:17:50.15 | INFO | Lazy Con: OFF
21:17:50.64 | INFO | Optimised - caller: adv_train
21:17:50.65 | INFO | Lazy Con: OFF
21:17:51.24 | INFO | Optimised - caller: adv_train
21:17:51.25 | INFO | Lazy Con: OFF
21:17:52.10 | INFO | Optimised - caller: adv_train
21:17:52.11 | INFO | Lazy Con: OFF
21:17:52.69 | INFO | Optimised - caller: adv_train
21:17:52.70 | INFO | Lazy Con: OFF
21:17:53.29 | INFO | Optimised - caller: adv_train
21:17:53.31 | INFO | Lazy Con: OFF
21:17:54.03 | INFO | Optimised - caller: adv_train
21:17:54.05 | INFO | Lazy Con: OFF
21:17:54.73 | INFO | Optimised - caller: adv_train
21:17:54.74 | INFO | Lazy Con: OFF
21:17:55.26 | INFO | Optimised - caller: adv_train
21:17:55.27 | INFO | Lazy Con: OFF
21:17:55.79 | INFO | Optimised - caller: adv_train
21:17:55.81 | INFO | Lazy Con: OFF
21:17:56.45 | INFO | Optimised - caller: adv_train
21:17:56.46 | INFO | Lazy Con: OFF
21:17:57.05 | INFO | Optimised - caller: adv_train
21:17:57.07 | INFO | Lazy Con: OFF
21:17:57.64 | INFO | Optimised - caller: adv_train
21:17:57.65 | INFO | Lazy Con: OFF
21:17:58.19 | INFO | Optimised - caller: adv_train
21:17:58.20 | INFO | Lazy Con: OFF
21:17:58.69 | INFO | Optimised - caller: adv_train
21:17:58.70 | INFO | Lazy Con: OFF
